Protein.Group	C:\DIA-NN\AOESB2025\THF-2-01.mzML	C:\DIA-NN\AOESB2025\THF-2-02.mzML	C:\DIA-NN\AOESB2025\THF-2-03.mzML	C:\DIA-NN\AOESB2025\THF-2-04.mzML	C:\DIA-NN\AOESB2025\THF-2-05.mzML	C:\DIA-NN\AOESB2025\THF-2-06.mzML	C:\DIA-NN\AOESB2025\THF-2-07.mzML	C:\DIA-NN\AOESB2025\THF-2-08.mzML	C:\DIA-NN\AOESB2025\THF-2-09.mzML	C:\DIA-NN\AOESB2025\THF-2-10.mzML	C:\DIA-NN\AOESB2025\THF-2-11.mzML	C:\DIA-NN\AOESB2025\THF-2-12.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-01.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-02.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-03.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-04.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-05.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-06.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-07.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-08.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-09.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-10.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-11.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-12.mzML
Q0KCH9	182188080.27226	209369006.438126	252590844.846499	159090115.078835	213836064.414276	151651896.613318	152326381.499555	166309948.676814	158841948.19374	275362594.927586	291326552.547661	299214234.486474	28	27	30	23	24	19	25	27	25	28	28	29
Q0KCI0	39936857.0617581	34203952.8581298	32127640.6025465	37567595.3717054	34872407.4069657	35124694.1287079	36638067.980851	33309552.2958631	34536043.7270168	12441243.8084213	12245175.5751891	12563330.0392335	4	4	4	3	4	3	4	4	4	3	3	3
Q0KCI1	3266719.99999171	NA	5572199.99998587	11742788.1923924	12616169.857324	12642499.9999679	10630592.5461738	11516704.6437434	12288710.6087464	NA	NA	NA	1	0	1	2	2	1	2	2	2	0	0	0
Q0KCI2	40340603.0330274	37643142.0277321	33715349.285546	25007785.8857989	21535764.5521975	25920419.8322843	23232491.6435777	22998760.0889844	23471317.9080965	59208618.460719	59584760.4724883	60799630.7912579	7	8	6	4	6	6	7	7	7	8	9	8
Q0KCI3	35028556.2299818	35474908.4362898	37522400.9231805	26243024.6530938	26514491.6297637	24924818.9785008	31463525.4985212	34393792.3743857	32409949.3013992	45428976.0164115	44118030.0116372	44360732.2534338	9	10	9	7	10	8	10	9	9	10	10	10
Q0KCI5	NA	NA	NA	NA	3319870	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	2	0	0	0	0	0	0	0
Q0KCI6	4837960	NA	NA	20548500	17788700	21188700	14926500	8163129.99999999	8913760	NA	NA	NA	1	0	0	1	1	1	1	1	1	0	0	0
Q0KCI8	326352348.059719	328230069.761734	303590975.524264	122400007.728385	115162285.832322	126788745.151763	138349139.209775	139403287.335077	153556668.18297	250867519.405681	234639919.02201	216584202.884116	16	17	16	12	15	12	14	15	15	15	15	14
Q0KCJ0	23820034.1704842	19406019.14686	20604965.5369675	16592682.2358483	12911386.8587694	18496173.4545564	20604154.7837509	16585491.7863066	19537654.5638415	47894783.9752586	46532525.316714	45378429.5812061	4	4	3	2	3	3	4	3	4	4	4	4
Q0KCJ1	8431252.59319755	12974910.8172205	15902818.924144	10266998.5051705	19770496.9054539	12637767.2150458	10349427.8951604	13821140.1893334	11421306.5568296	15428240.6540262	17000470.8179733	18858339.909545	3	5	5	4	4	3	2	4	4	4	4	4
Q0KCJ2	10784929.3496195	8638797.08704279	7764870.93574162	NA	5072998.6157719	3938422.88701197	4757122.87475228	4645475.95196487	4203692.77077875	11600254.6612704	10326321.0379105	11595106.7291612	3	3	3	0	1	3	2	2	2	3	3	3
Q0KCJ3	48887754.4253221	50228504.6270041	54532861.0948593	45145485.4607285	52389633.9728248	43251273.6278024	30023745.2323848	31069029.0341341	29684253.6304138	99231037.5480259	105656670.88229	103223173.904883	9	12	12	8	9	8	8	9	7	14	14	14
Q0KCJ5	25127815.7207329	22503626.0807258	20467295.5130294	15010490.6015433	12589507.6203948	15307844.1103202	18839448.0137103	17018590.9514648	17152984.995725	28760166.4489789	28707739.0888051	28063627.7631568	8	8	8	6	8	7	8	8	8	8	9	9
Q0KCJ6	31894103.8421784	31138315.3440317	36313988.7965315	21562951.3411993	22911514.8289232	26793220.4958859	26811464.9191204	29543689.8073187	26598437.4934714	29039589.0899624	26441011.5900096	31429307.8199172	8	7	10	7	9	5	8	10	7	9	10	10
Q0KCJ7	22105213.4696661	21388917.7668307	24228725.2968501	20015722.4425919	29429814.457684	18933604.9238909	21197544.8699741	24221967.0880722	22914436.2641904	24701347.1217349	25061822.7129991	25189504.3989194	5	7	7	5	7	6	7	7	7	7	7	7
Q0KCJ8	67125054.379128	69386580.3224198	67835715.7931132	77901324.5337048	72479629.6302529	72132575.8849321	68836532.8303011	69910839.7443434	67812236.7697148	39863912.0154361	42322178.965511	43607189.8863731	8	8	9	4	9	9	9	9	9	8	7	8
Q0KCJ9	22187564.8744639	18809840.5117462	18020122.3874543	11966370.0308309	10437558.84375	10871546.8856347	16962664.7041248	15815190.7773196	17385721.7214135	8764528.77338667	8484648.62414896	7808987.43769105	12	15	15	9	11	9	13	15	14	9	11	11
Q0KCK0	113174577.575687	111739911.302033	105367814.023461	102691956.361322	100560906.578416	104789315.243655	105688898.428566	113112261.335196	109880163.26634	66969867.2451128	69605575.800077	73270100.4275404	7	7	6	7	6	6	7	6	6	7	7	7
Q0KCK1	32294510.207647	33128783.2720506	31253276.4275338	22922985.6494543	24720569.8259713	25373545.271398	30461185.1544958	27141352.2346242	29330318.6513934	10243903.712839	12532604.0187951	14220766.7626255	7	7	7	6	7	6	7	7	7	4	5	5
Q0KCK3	25832531.5212487	25223285.9157233	24862470.0730726	12179510.440131	12718529.8620794	13169231.9022607	16255039.709758	16568457.7373251	16882985.3619365	22018576.5569329	23353186.0088721	25029525.8125539	4	5	5	3	5	3	5	5	5	5	5	5
Q0KCK4	895925231.453773	796307785.803543	805940904.277295	676710729.336102	600594389.418103	652968584.224007	773262471.004382	733868589.248846	727957792.989087	910595154.720961	929717181.999058	908672459.295644	18	19	17	11	14	11	16	15	15	17	18	17
Q0KCK5	82530398.7831276	86870399.7008038	85628569.0718583	71677533.1503445	76953921.0789713	74835414.5759441	71457067.924815	74552038.2212479	76738363.9533674	52326520.2964134	54303114.7006177	58184546.4860849	11	12	13	11	12	11	12	12	12	10	11	10
Q0KCK6	239754702.935792	205780249.687096	191252628.30477	251433996.158225	221599613.955179	251371286.346912	226525834.962033	203512185.515351	212924434.86932	205726839.824827	204481278.054771	194749827.421052	39	38	39	36	38	37	37	35	37	36	37	36
Q0KCK8	710970448.224291	722152796.579246	786972698.934754	561965619.115965	582193424.625042	540500805.442173	614074157.339563	549867964.970598	550931857.551258	353687918.967636	344248368.250834	349336535.011378	44	47	48	38	44	39	43	44	46	42	42	43
Q0KCK9	1719052.40713647	1500339.36666628	1847278.22222254	NA	1108469.24056711	NA	1356936.88091001	1256382.69736491	1151434.09778633	1252807.43536257	1322607.87352789	1370975.93982672	2	2	2	0	2	0	2	2	2	2	2	2
Q0KCL2	181812964.411274	180753067.765726	192751977.805291	172767182.062096	164140123.55691	146478058.694757	134799987.667116	130233068.032074	136274593.472812	170142027.605767	172122046.660957	184380507.477989	16	15	17	15	17	17	16	17	17	17	17	18
Q0KCL3	28983838.7434271	28389426.0522883	30118893.6699081	33138974.8468974	31749914.7182181	31423025.1525361	28924477.1693475	32383635.5434226	29454319.4062303	19825966.4361307	19201215.4075709	20071191.8618538	7	8	7	7	9	8	8	7	9	8	5	8
Q0KCL4	33408135.0043924	33908746.9114116	30115579.4033774	29871179.434226	32543631.5493729	32335482.7379136	27447512.6750616	25971404.2068799	26512053.3802745	26869936.115827	26583094.0630366	22906224.030055	4	4	4	4	3	4	4	4	4	4	4	4
Q0KCL5	NA	NA	NA	NA	NA	NA	2305470	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	0	0	0	0	0
Q0KCL6	7683437.85146362	7249581.0422501	7581029.5396728	8963697.37710312	10562915.6344117	7965619.162581	10897931.9524977	10796241.9793108	10039112.3365594	5136387.83312644	4846248.25288165	5125033.92583086	5	6	4	5	6	5	7	7	6	3	5	3
Q0KCL9	903552.000000001	NA	NA	NA	NA	NA	NA	NA	NA	1368450	NA	NA	1	0	0	0	0	0	0	0	0	1	0	0
Q0KCM0	42546400.0008151	35577134.865476	35436501.011354	22095700.0004233	16323900.0003127	24593700.0004711	31248546.7970708	26874641.763859	28931142.7561524	21864800.0004189	20291700.0003887	24445900.0004683	1	2	2	1	1	1	2	2	2	1	1	1
Q0KCM1	15116890.7161226	19003971.7351237	19129276.0677791	15854206.8192454	23666198.8167381	19335451.2372856	17379174.6407501	17542185.4898376	16202586.57379	19041443.0469782	18710001.9880576	20028693.0030556	6	5	5	4	6	5	6	6	5	4	7	6
Q0KCM2	NA	7892111.28271274	9206823.01221947	NA	3247603.16595797	NA	NA	4280762.42177472	NA	11826301.9695082	10374337.3940293	12043997.7168375	0	3	3	0	2	0	0	1	0	3	4	4
Q0KCM3	121731866.523544	125063547.76957	122489395.317992	137011852.080409	126580061.427699	141341891.755467	163891969.094149	163445424.429803	166909763.356125	99044604.039947	95444632.3061507	100137109.632455	19	22	22	17	17	18	22	21	22	20	22	20
Q0KCM4	29788736.1291283	27405296.6469803	26763926.6703181	18489430.6619738	17266306.7616888	21588860.3245692	26435423.1178788	29073325.1258764	30904294.752282	53984464.2902862	54318798.7933094	55943601.8605034	5	8	9	3	5	4	7	7	7	8	9	8
Q0KCM6	94876133.3516649	114819867.566817	121906126.710441	94233773.483476	99112481.4800257	68148725.6727396	109696154.629452	120431509.505266	109268414.18479	167761624.304925	176889851.079641	172053471.714772	6	7	7	5	7	6	7	7	7	8	8	8
Q0KCM7	17990943.9320696	16856166.6689014	15454935.1625312	29499133.8754684	28955458.6501862	28412915.7211085	36975862.8764784	34939624.0731238	36965485.2525439	6901942.1202138	7041324.82589835	6860014.51222807	3	3	4	3	3	3	4	3	4	3	3	3
Q0KCM8	161028937.431196	136642523.818631	127441193.430911	150001691.247688	140368469.383942	154096412.123239	143856322.764286	133024761.707902	137270624.988192	121702080.044913	111503449.924128	112676124.96597	16	17	16	16	16	16	17	18	15	17	16	16
Q0KCM9	36538824.2782143	30747756.6598237	29256955.5110472	26872460.2356826	24884082.165292	26980700.9561105	26955980.8886881	24695859.0232235	25405788.1042702	27045165.93303	27283471.8308973	28890342.0583449	7	8	8	7	7	7	7	7	7	7	7	7
Q0KCN0	7206129.07297712	9650127.4051567	12957486.5930234	15291809.5797954	18666142.3070366	15767776.6386077	19265916.4799991	20566497.8975756	19680232.2546511	1938870.97380458	3355259.22782597	2725326.90726662	4	5	5	4	7	5	6	7	7	1	3	2
Q0KCN1	57227947.8826294	50695754.1042006	46161866.3402275	88472197.6589071	78189816.4261565	89550162.5910031	129240208.192584	113985706.448474	121778858.280518	18251512.9230719	16988097.5791493	16962375.4123738	11	13	13	11	12	11	16	16	16	8	8	8
Q0KCN2	125512005.312293	117725120.138428	108159419.062236	109594404.734814	96406083.3924275	112611508.978975	109338065.748722	102867806.549913	105695435.81202	68892385.1257631	69814977.1010444	67704841.9974837	26	30	29	25	27	25	28	28	28	25	26	24
Q0KCN3	17932734.5451123	12671078.8270532	12467817.5258492	6370597.56252126	4486679.99999814	NA	11728949.6844977	9179257.27668416	10726097.4400505	5645439.99999767	6276189.9999974	NA	3	4	4	2	1	0	4	3	4	1	1	0
Q0KCN7	2063888.70160403	2065364.84392163	1953140.40752086	NA	1292760.50915159	NA	NA	NA	NA	1681713.77055731	2203860.27649778	2194135.04060632	2	2	1	0	2	0	0	0	0	2	2	2
Q0KCN8	20920485.0636568	18751307.3012479	17664123.4350972	23442561.4312356	19493768.4279776	21788330.1490313	22023950.3869204	19908872.5481201	19886576.8080389	30144124.3614887	30113761.3676713	28308099.6005404	7	7	7	7	7	7	7	7	7	7	7	7
Q0KCN9	50894847.4798678	57126694.6718276	62582708.0019518	91715866.1308825	104297205.35702	89205632.9267186	102233489.315191	111472161.572466	106242732.421717	66338052.9597625	66388823.3623185	66264745.8869004	34	36	35	40	42	37	42	45	44	40	41	41
Q0KCP0	61505690.7811686	67934454.2666993	86764878.5628785	46725192.1926745	63309130.9576688	55416888.1813288	66206604.9580399	76258324.0378702	73708839.3063801	45419733.0543886	51963690.3928372	58883565.3831033	3	3	3	3	3	3	3	3	3	3	3	3
Q0KCP3	11376426.9959931	9376716.19262337	9233709.88384802	5759950.89590339	NA	10038824.2052354	NA	NA	NA	13021146.9767228	15542871.0926017	13178677.8627802	2	1	2	2	0	1	0	0	0	2	2	3
Q0KCQ7	21782873.9434015	25206167.2004262	28501228.423534	NA	NA	NA	NA	NA	NA	92616815.5483987	93018689.2217457	87983419.0923413	3	2	2	0	0	0	0	0	0	3	3	3
Q0KCQ8	57791467.9446864	61125616.9230398	63436507.2931569	NA	NA	NA	NA	NA	NA	200698230.425206	197747314.894628	195672052.716977	11	12	13	0	0	0	0	0	0	16	16	16
Q0KCQ9	5968425.699151	7064242.34372046	9047251.17234904	NA	NA	NA	NA	NA	NA	30631653.9940113	34285828.9769187	36639227.7266429	2	3	3	0	0	0	0	0	0	6	7	7
Q0KCR0	55315897.424393	51773564.0849888	52885973.4303805	52533480.3647004	71878923.1310726	62206499.1201834	84103169.3335056	79352099.4884548	81430757.0410304	49427633.3579363	56439018.4014136	55852048.0724041	5	5	5	5	5	4	5	5	5	6	6	6
Q0KCR1	19942645.3982353	22170434.4778664	22443942.7395561	18776228.3322231	18605175.9387991	22273853.548297	25966024.9607604	23262336.4211498	24256710.0373592	34997048.5612674	36916214.7516217	40404899.9076019	5	5	5	4	4	4	6	6	5	7	7	7
Q0KCR2	128980303.549645	120020030.538281	117215611.064362	133739449.19697	125867935.020154	134812409.145905	147697149.872537	140047682.958214	140890767.266016	79557569.8478496	83635626.5087299	87213056.274163	22	23	23	23	23	22	27	25	24	20	21	24
Q0KCR3	34237201.4843947	39203412.905617	44638557.0479306	47007971.3822358	54385699.0182824	50038886.6764074	49595798.381614	52794589.5657541	48596873.4925746	25438328.3939528	27699414.2765086	30791650.6093292	14	15	14	10	14	12	14	13	15	14	12	14
Q0KCR4	3564680.26262549	3520285.99955963	2286618.99835952	NA	NA	NA	NA	NA	NA	22703338.8464433	21060660.2920785	20259514.9857989	3	3	3	0	0	0	0	0	0	9	9	9
Q0KCR5	35001591.3024754	38314509.1249324	40091252.2329684	20599976.0958377	29292419.7802256	22022432.6242209	33753923.6570836	32873061.0961962	34116521.1038355	83621773.8876067	83835058.694002	85088803.7304087	6	6	9	2	5	3	5	7	4	10	9	9
Q0KCR6	NA	174323	NA	NA	NA	NA	NA	NA	NA	NA	237871	271270	0	1	0	0	0	0	0	0	0	0	1	1
Q0KCR9	1291993.80829464	1588424.07801315	1995065.80810127	756152.39009901	1601579.37645109	NA	1164397.61837528	1587902.44236132	1497857.34967555	1872060.76733797	1833255.66436093	2219129.13469101	2	3	3	1	3	0	2	2	2	3	3	3
Q0KCS1	182567136.845389	136375397.535604	116946193.001479	82013656.8026761	51541665.2338609	86594787.7197471	95121084.3041608	72562244.3208806	71644327.3699151	370981702.276389	375541662.201097	382447640.500335	4	5	3	3	3	3	4	4	3	5	5	5
Q0KCS2	52199451.0666001	57054203.0825004	59867639.3897896	38586315.0764385	47129090.7167641	39887981.453939	43490057.4933202	45444286.4749904	43634662.0778144	116627114.170645	118188117.327306	119852510.207056	16	16	17	11	13	15	13	15	15	17	17	17
Q0KCS3	NA	NA	NA	NA	NA	NA	NA	293857	NA	NA	NA	NA	0	0	0	0	0	0	0	1	0	0	0	0
Q0KCS4	558190648.670212	528032658.485929	522070581.43027	323907268.22483	318992264.796905	319758842.503643	357971680.995387	337698914.741103	347698176.702308	1173337292.19086	1132436617.49082	1126727596.50866	58	63	64	40	44	39	51	53	48	73	74	73
Q0KCS5	36562762.2955595	56479065.4332185	66488995.4333347	24440594.3021225	27593457.3501715	31704342.5192849	38653800.2587142	44409584.5467939	44539497.6811672	99720849.9075426	102007572.074	104020557.743349	8	8	10	7	6	5	7	8	7	11	11	10
Q0KCS6	83813641.6134771	85723218.7502426	83236032.1741024	40341025.8506714	55530326.9325985	45177622.0089435	59143925.8893901	60284129.9969104	56239079.1646427	194144854.263956	205672564.63372	203204413.130314	7	7	7	4	7	5	6	7	6	8	7	7
Q0KCS7	113197017.410431	120406986.947161	128380602.334274	76435027.566772	90844906.4424936	77719991.1619851	87522550.4926771	88809557.8026872	85278966.1703741	263836570.785119	268403994.267843	263830137.635944	24	30	28	18	22	21	25	25	25	28	30	30
Q0KCS8	392636197.97334	342519972.940356	309069329.516113	237055884.655877	228291052.044704	252527135.506515	244192060.184307	220141284.531567	236561719.818989	700517843.447007	685667881.565622	677238952.252176	8	9	8	6	6	7	6	8	6	9	9	9
Q0KCS9	13033531.9955456	12831837.9103581	15157200.4321472	10584387.0267477	11731839.8933498	8449090.47443926	9796802.83083423	10196691.5437228	10405555.224395	21420103.3281179	23049025.890801	25109605.5358438	5	5	5	4	5	5	4	5	5	6	6	6
Q0KCT0	NA	3027720	8292120	NA	NA	NA	NA	3687490	4502670	15670400	15439100	18409900	0	1	1	0	0	0	0	1	1	1	1	1
Q0KCT2	148623721.991112	135062129.953046	127124100.055543	106023447.524149	81951686.5513113	104421832.019781	105380156.339946	98087250.4093338	102592780.024169	106551584.768175	109909260.079512	103844376.486128	13	15	15	11	14	10	14	14	15	15	14	14
Q0KCT3	830214487.976278	844179041.628062	831299378.124431	761450159.806474	694285053.518331	733321340.147946	874820244.230218	828106889.065729	838842975.681772	891567795.512644	914370140.357198	917216730.077523	18	18	19	15	19	16	17	19	18	18	19	19
Q0KCT4	1294666344.07653	1222207244.44615	1247824288.08217	1263203144.43831	1192133013.18916	1248425888.85186	1177964161.55233	1141480567.29305	1154384242.09498	1629548232.18818	1580760738.64962	1539042213.65176	34	34	37	32	33	30	32	35	34	34	33	36
Q0KCT5	783097573.878868	839750475.840325	889960599.531587	513675676.873516	589460056.24537	503777457.838138	719762090.21358	760667596.445472	759807344.125133	1291810619.21117	1339605034.69002	1278022150.53202	14	14	14	11	13	10	13	12	13	14	14	14
Q0KCT6	32861636.21618	33431255.2196003	33512700.458229	28377142.4655599	29578394.5449421	28916876.109414	19735700.880405	21950643.9468385	22436543.0428252	111087575.05798	109517634.374664	111596370.234121	14	16	18	13	18	15	16	16	17	23	23	23
Q0KCT7	17743459.5423442	19702777.4082179	20301124.5927683	15433677.3720049	22147584.0426253	28769125.5796542	18928559.8627163	21644574.1727188	20281639.7191097	19541872.8702274	17935008.7723116	19928808.2447113	3	3	3	2	2	2	3	3	3	2	3	3
Q0KCT8	552619637.925862	516921947.359815	590585633.568815	817698046.172474	912013077.323707	803432295.398561	605848604.876438	611592631.929347	602933135.590346	1061246833.43578	1114494686.19106	1173854912.37666	24	30	33	28	33	32	33	32	33	37	36	38
Q0KCT9	255997411.900291	272040603.244203	304680694.805609	452040648.286975	458779972.052828	397526086.633015	516213466.48421	538999727.114827	541567732.271782	122824503.695065	132429329.569534	147704881.988416	13	12	16	12	17	14	16	19	18	14	13	14
Q0KCU0	20532931.9624778	21898458.3464905	20436390.811688	18948344.6814865	23232644.2551754	18341349.3554226	25387071.1620092	23785175.7198262	24251908.204003	19555237.6683764	20431993.8731963	21155651.7048473	4	4	4	3	2	4	4	4	4	4	4	4
Q0KCU1	55857037.5343321	69759899.0970932	99487646.0349726	72765199.3031103	101943738.699779	84449592.1225828	77497849.4757053	97440571.2560512	84793914.9223997	60165513.6070741	58460592.0075687	67666258.9014656	4	5	6	5	5	3	4	6	7	3	4	4
Q0KCU2	1038479834.60416	1067165963.16433	1189035094.83613	1186065323.0168	1195658403.05342	1060718074.80723	1072291167.09563	1074847674.18116	1044710503.54461	3301522147.72921	3389071714.13746	3451873215.88157	40	47	46	37	43	35	44	42	45	56	56	56
Q0KCU3	5074591.52560295	6295845.89073528	9516386.09699519	8334584.01133439	10792957.1149296	8746290.8452915	6888988.63258248	11128641.8128199	8314104.24119125	18434175.5825788	17792864.85111	20414828.3591761	4	3	3	3	5	1	4	5	3	6	6	6
Q0KCU4	428404087.545936	389984316.06614	361742850.476442	463092095.783856	462305485.269199	458725360.147484	415900532.316242	373755030.678215	389015726.827717	1168792482.79103	1146745405.26063	1084000669.59317	38	41	41	38	46	38	41	41	42	50	50	49
Q0KCU5	9023246.16408266	10460815.0914428	10979708.4159465	7321337.71661046	9065597.62990994	9138660.0001598	9051129.46359187	10439519.7898804	7889963.76213371	7922485.21538467	8165832.49283648	8380441.20064096	2	3	3	2	3	1	3	3	2	2	2	3
Q0KCU7	NA	3012874.51828765	2999249.02599035	NA	NA	NA	2875140.00003828	2702025.96183694	2434474.56781586	NA	NA	NA	0	2	2	0	0	0	1	2	2	0	0	0
Q0KCU8	5781060	7226100	8292790	NA	8787769.99999999	NA	5522510	7085400	NA	NA	NA	NA	1	1	1	0	1	0	1	1	0	0	0	0
Q0KCU9	2691339.7805289	2523710.68535451	2162500.86878377	2731688.47083389	2861096.71335763	3165305.90621121	3005156.03031059	2833682.75252644	2771682.25987168	2084246.23520207	1995709.4246574	2299709.32394382	2	2	2	2	2	1	2	2	2	2	2	2
Q0KCV3	6587733.50223135	7643496.50477388	8603392.03650259	10233940.2734639	11535403.4444974	9174573.05758801	12612481.4818772	12865179.132763	12612489.9403998	6734309.65198014	7601838.51379109	7505323.90657499	4	5	5	4	4	4	5	5	5	5	3	5
Q0KCV4	20983208.9749038	22123816.3260579	22961041.2116552	23383862.9707086	23359245.6024796	26082109.4618772	34543778.2107645	36134808.2846795	36628571.5937634	21999617.57976	21802181.2990457	23907236.0790761	4	5	5	4	4	4	5	5	5	4	5	4
Q0KCV5	79075392.7052547	80107125.6096358	81893705.8609353	65252450.0604861	60241111.6790354	53748351.4096308	59395168.564214	62781563.9085863	60491832.136559	70876149.7195503	72698847.5941628	75053405.1484022	4	5	6	3	5	3	6	6	6	4	6	6
Q0KCV6	NA	NA	11098300	NA	NA	NA	NA	NA	NA	NA	7817550	15118400	0	0	1	0	0	0	0	0	0	0	1	1
Q0KCV7	11491542.856058	11054909.5897925	11192889.1039183	10640677.5673014	8188202.51163171	10237515.6438083	10216259.5034541	11311211.0914025	10318773.9316531	7000317.30570505	6945443.19409195	7105418.50611125	11	12	12	7	11	10	12	11	12	9	9	9
Q0KCV9	58389585.989124	55029219.3223517	56492983.5746073	36363860.9779358	32224293.9452929	39632060.3328417	53422322.2019579	53290681.6851504	52422784.5721685	23193678.471877	19466515.9534887	17245235.9720599	6	6	6	4	5	4	6	6	6	4	4	3
Q0KCW0	56573322.0969454	59753511.5606024	63384195.0510183	27037585.7626052	26225394.4841228	27781607.8336351	64883378.3594951	67219983.3579364	64683234.3090998	7126511.12169721	7461754.4121482	5916480.8887085	14	13	13	6	7	7	14	13	14	4	4	4
Q0KCW1	44967875.5864972	37292050.975502	31760710.0172349	25962713.701901	25771110.970411	26807421.5111116	35060742.2706442	32679348.809236	33753069.1300804	28316416.3814029	26194303.3988629	26328358.0713416	3	4	4	3	4	3	4	4	4	4	3	4
Q0KCW2	25567588.1147465	25137344.6742901	22737715.0706655	30291419.2213438	29110359.346058	34995511.9075462	32429385.1738363	33551945.9694272	35105242.8524129	10605206.6536608	10531064.0252466	9523664.82260386	7	7	8	9	9	7	9	9	9	7	6	5
Q0KCW3	15102303.4194807	14592430.7178423	15834427.8803266	25134726.3035466	21370739.1234401	19732058.0178615	18383608.3153995	20556543.3544467	20201230.8288117	6745239.08835712	8002389.04594621	7661676.94308478	10	8	10	8	7	7	9	10	10	7	7	7
